execution_id,campaign_id,hardware_epoch,result_id,placement,replica,case_id,variant_id,workload_id,workload_family,implementation_id,simulator_name,simulator_version,simulator_display_version,adapter,mode,batch_enabled,batch_size_effective,shots_per_call,cpu_model,instance_type,image_id,boot_id,status,error_phase,error_type,error_message,setup_seconds,sample_count,median_attempted_shots_per_second,mad_attempted_shots_per_second,min_attempted_shots_per_second,max_attempted_shots_per_second,total_attempted_shots,total_duration_seconds
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,msc-d3-inject-cultivate-p1e-3--clifft-previous,clifft-previous,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,3.137999393000001,5,1198141.2452475878,428.2721812292002,1195811.2008322896,1198735.496918933,179900000,150.18649120100176
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,msc-d5-inject-cultivate-p1e-3--clifft-previous,clifft-previous,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,3.418855089000033,5,182697.9890427305,21.21355762469466,182479.3548934977,182719.2026003552,27460000,150.34201148699947
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,distillation-color-code-85q-p5e-2--clifft-previous,clifft-previous,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,3.3748609479999914,5,579963.4427196757,186.12733499717433,579571.7491218435,580223.4189922389,87200000,150.3534307010002
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,surface-code-d7-r7-p1e-3--clifft-previous,clifft-previous,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,3.4151441910000813,5,481628.39291987795,117.75861011544475,481006.1091333719,481932.1140570618,72500000,150.55117709700028
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,3.19602045299996,5,1853456.5586172873,39.81420766422525,1597954.032921352,1853496.3728249515,263100000,150.2132314279986
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,3.466364174999967,5,465767.56448578485,60.05411091278074,464808.0556445407,465827.61859669763,70000000,150.35618440999997
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,4.788272825999911,5,14693.575086955965,0.7459163608036761,14688.35531503786,14695.450138371943,2250000,153.13411713699838
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,3.484442526000066,5,6.955796532037833,0.2002555022971162,6.623210193910392,7.156052034334949,1037,150.33322230899762
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,msc-d3-inject-cultivate-p1e-3--clifft-current,clifft-current,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,true,2048,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,15.758303388000058,5,2816221.531687395,60.815422526560724,2815852.755315507,2816477.8819097662,422500000,150.02549065400035
release-v1-20260903-133252,release-v1,aws-m7a-xlarge-ubuntu2404-v1,644b4c0d-df05-4284-a8c4-5917cbb54e08,1,1,msc-d5-inject-cultivate-p1e-3--clifft-current,clifft-current,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,97e8d4ca-4b38-4a14-8e56-f85c561582b3,success,,,,18.724735815999793,5,193760.43354718175,39.9063851837127,193358.8982893795,193800.33993236546,29100000,150.27282482000396
