execution_id,campaign_id,hardware_epoch,placement,replica,comparison_id,workload_id,baseline_variant_id,baseline_result_id,baseline_case_id,baseline_implementation_id,baseline_simulator_name,baseline_simulator_version,baseline_simulator_display_version,baseline_mode,baseline_batch_enabled,baseline_batch_size_effective,baseline_shots_per_call,candidate_variant_id,candidate_result_id,candidate_case_id,candidate_implementation_id,candidate_simulator_name,candidate_simulator_version,candidate_simulator_display_version,candidate_mode,candidate_batch_enabled,candidate_batch_size_effective,candidate_shots_per_call,statistic,baseline_rate,candidate_rate,ratio_candidate_over_baseline,symmetric_delta_percent
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,100000,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,true,2048,100000,result-sample-median,1886967.7560969316,5895765.176066628,3.1244652469640655,103.01773053017435
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,100000,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,false,1,100000,result-sample-median,461358.05640405224,1046723.8268553594,2.268788443868964,77.63050228892854
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,10000,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,false,1,10000,result-sample-median,14673.732106631998,69167.66785312565,4.713706598327794,129.99290511048181
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,coherent-surface-d5-r5-p1e-3-rz2e-2,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,1,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,false,1,1,result-sample-median,6.9502964363139315,5880.461914252133,846.0735406230843,199.52778598218785
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,distillation-color-code-85q-p5e-2,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,distillation-color-code-85q-p5e-2--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,100000,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,distillation-color-code-85q-p5e-2--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,true,2048,100000,result-sample-median,575333.9433862547,1872852.1833115304,3.2552436803718656,105.99833286984776
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,msc-d3-inject-cultivate-p1e-3,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,msc-d3-inject-cultivate-p1e-3--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,100000,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,msc-d3-inject-cultivate-p1e-3--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,true,2048,100000,result-sample-median,1197154.0045081247,2821146.7827370577,2.3565445816607227,80.82982654677228
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,msc-d5-inject-cultivate-p1e-3,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,msc-d5-inject-cultivate-p1e-3--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,20000,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,msc-d5-inject-cultivate-p1e-3--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,false,1,20000,result-sample-median,187681.5984934702,197445.15062881398,1.0520218935352017,5.070305896744497
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,current-vs-previous,surface-code-d7-r7-p1e-3,clifft-previous,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,surface-code-d7-r7-p1e-3--clifft-previous,clifft-0.9.0,Clifft,0.9.0,0.9.0,throughput,false,1,100000,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,surface-code-d7-r7-p1e-3--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,true,2048,100000,result-sample-median,483877.05258675024,4159830.861139543,8.596875671002731,158.31976846291622
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,alternatives-vs-current,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,true,2048,100000,symft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r1-p1e-3-rz2e-2--symft-current,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,throughput,true,256,100000,result-sample-median,5895765.176066628,2649469.7787461565,0.4493852281467146,75.97907873772662
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,alternatives-vs-current,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-current,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,throughput,false,1,100000,symft-current,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,coherent-surface-d3-r3-p1e-3-rz2e-2--symft-current,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,throughput,true,32,100000,result-sample-median,1046723.8268553594,563232.6276962779,0.5380909589001911,60.06264303511622
