source_result,run_id,workflow_run_id,run_attempt,hardware_key,machine,cpu_model,physical_cores,logical_cpus,memory_bytes,image_os,image_version,pair_id,workload_id,case_a,case_b,repetition,sequence_a,sequence_b,rate_a,rate_b,ratio_b_over_a,absolute_delta_percent
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,0,12,13,0.352901038778382,0.3578757976171717,1.0140967531748009,1.3998089369421076
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,1,15,14,0.36132770773993944,0.36060522007035395,0.998000464248633,0.20015368235852082
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,2,16,17,0.28088940135798013,0.27516775452119,0.9796302501656226,2.057934791880785
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,3,19,18,0.3874444753894882,0.38510281990660167,0.9939561520898381,0.6062167318802232
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,4,20,21,0.24009993110400668,0.24256610390239397,1.01027144317388,1.0218961433052092
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,5,23,22,0.3587915016114681,0.3587290594297574,0.9998259652711108,0.017404987425053114
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,0,0,1,503000.22413426585,505146.76748420385,1.0042674799074542,0.42583936028851527
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,1,3,2,504307.60878457123,503767.0915638642,0.9989281993543391,0.10723753319475261
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,2,4,5,504307.07485059,503697.7220736481,0.9987917028982343,0.1209027533998334
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,3,7,6,503546.7819975539,502759.3534919832,0.9984362356513391,0.15649879848692885
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,4,8,9,503765.8613453334,502797.2988033796,0.9980773557394953,0.19244943194835645
larger-runner-aa-31659297813-1-1-raw.json,65f01bfa-d851-4163-9c3d-0371168294a2,31659297813,1,7e265351f5ae,x86_64,AMD EPYC 7763 64-Core Processor,4,8,33652662272,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,5,11,10,504971.20146738726,502898.51107058156,0.9958954285100166,0.41130125670437157
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,0,12,13,0.38511547333946616,0.3847044382181898,0.9989326964255366,0.10678734470369626
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,1,15,14,0.4125466211721038,0.40867189741296606,0.9906077917978602,0.943652309695532
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,2,16,17,0.3498029515771369,0.34701326660640325,0.9920249816127737,0.8006946158646601
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,3,19,18,0.41276148919917455,0.41093605824005514,0.9955775162972179,0.44322845558893387
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,4,20,21,0.3175800339825383,0.31175992027624844,0.981673552857514,1.849592947946421
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,coherent-d5-r5-clifft-aa,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-d5-r5-aa-a,coherent-d5-r5-aa-b,5,23,22,0.3674076212160947,0.4274675259524083,1.163469403649057,15.111783265650816
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,0,0,1,793851.008706349,792588.4405401831,0.9984095653311277,0.1591700416634865
larger-runner-aa-31659297813-1-2-raw.json,1c970617-4e42-47b3-9b57-b5ad8dfd8d84,31659297813,1,fd6fcfbd43c8,x86_64,AMD EPYC 9V74 80-Core Processor,4,8,33652666368,ubuntu22,20260720.234.2,msc-d3-clifft-aa,msc-d3-inject-cultivate-p1e-3,msc-d3-aa-a,msc-d3-aa-b,1,3,2,794304.5824449721,791915.170537272,0.9969918190571868,0.3012712334728907
