execution_id,campaign_id,hardware_epoch,campaign_run_id,result_id,placement,replica,case_id,pair_id,workload_id,workload_family,implementation_id,simulator_name,simulator_version,adapter,mode,batch_enabled,batch_size_effective,shots_per_call,cpu_model,instance_type,image_id,boot_id,status,error_phase,error_type,error_message,setup_seconds,sample_count,median_attempted_shots_per_second,mad_attempted_shots_per_second,min_attempted_shots_per_second,max_attempted_shots_per_second,total_attempted_shots,total_duration_seconds
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.04194073700000445,5,1109566.284224143,109.2945376096759,1085080.5440687602,1109675.5787617527,165400000,150.14087989700016
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.04776351999998951,5,136725.65780161662,60.31005577670294,136384.0367271608,136794.8639848512,20560000,150.4347721059998
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,distillation-color-code-85q-p5e-2--clifft-0.8.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.03822470099999009,5,544799.0067241037,482.2455434962176,544306.7096789761,545325.2418266581,82000000,150.5032134319987
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,surface-code-d7-r7-p1e-3--clifft-0.8.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.04921243899991623,5,446584.90422025824,98.47079171432415,446411.8533522489,446722.6076613941,67200000,150.47806839000168
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.03610690200002864,5,1370948.6186620188,1051.2945212488994,1369897.32414077,1372229.6963304607,205900000,150.16153411600283
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.036250775999974394,5,323828.34135986946,32.126443908317015,323796.21491596114,323878.42403411644,49000000,151.31185659900314
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.03704180099998666,5,14515.499625774864,0.9511631459336058,14512.423946161302,14517.011549967056,2200000,151.5658251759977
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,success,,,,0.04002525400005652,5,6.402760891091676,0.04279081512647309,5.921353800418693,6.445551706218149,951,150.65950348099796
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.1936301190000016,5,1105294.5058762282,384.46177020296454,1104495.6145306157,1105968.0447538055,166000000,150.19745171099999
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,msc-d5-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.049108003999975836,5,125047.86810357902,84.5933428384742,124958.63805105757,125219.82244917001,18800000,150.30690887399942
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,distillation-color-code-85q-p5e-2--clifft-0.8.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.03844898400001284,5,544778.563134947,110.3914026246639,544545.0676598563,544890.811732573,82000000,150.5225016720006
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,surface-code-d7-r7-p1e-3--clifft-0.8.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.049234866999995575,5,466696.00607046514,52.28495031403145,466528.5221439793,466748.2910207792,70300000,150.64752663299993
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.035686405999967974,5,1381094.0858488758,712.4033618983813,1379047.9511708617,1381806.4892107742,207300000,150.15437681699768
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.03641686100002062,5,326905.5940271406,117.93524067109684,325730.6344554315,327023.5292678117,49300000,150.99171736500034
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.037064264999912666,5,14507.314217380816,0.3607820133674977,14501.966899496476,14508.12869954993,2200000,151.65743552300034
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,success,,,,0.039843003999976645,5,6.353665661466587,0.06831697788725943,5.861518561149982,6.421982639353846,941,150.40738452099663
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,success,,,,0.17138495900000095,5,1098987.471740945,2733.735755982576,1092711.2667594494,1101864.0946740399,164800000,150.10143529499965
