execution_id,campaign_id,hardware_epoch,placement,replica,comparison_id,workload_id,baseline_variant_id,baseline_result_id,baseline_case_id,baseline_implementation_id,baseline_simulator_name,baseline_simulator_version,baseline_simulator_display_version,baseline_mode,baseline_batch_enabled,baseline_batch_size_effective,baseline_shots_per_call,candidate_variant_id,candidate_result_id,candidate_case_id,candidate_implementation_id,candidate_simulator_name,candidate_simulator_version,candidate_simulator_display_version,candidate_mode,candidate_batch_enabled,candidate_batch_size_effective,candidate_shots_per_call,statistic,baseline_rate,candidate_rate,ratio_candidate_over_baseline,symmetric_delta_percent
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,100000,result-sample-median,1238744.815842986,1247369.1629711925,1.006962166071579,0.693801426780925
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,100000,result-sample-median,161262.50224577106,161293.5268958248,1.0001923860142419,0.019236750983261337
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,10000,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,10000,result-sample-median,9283.547879562633,9250.451217601178,0.9964349123426921,0.35714539304709686
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r5-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,1,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,1,result-sample-median,0.3817601700928173,0.3796158414046509,0.9943830476404988,0.5632771865110363
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,distillation-color-code-85q-p5e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,distillation-color-code-85q-p5e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,distillation-color-code-85q-p5e-2--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,100000,result-sample-median,102852.65547294736,101430.1545751492,0.98616952677345,1.3926780206942015
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d3-inject-cultivate-p1e-3,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,msc-d3-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,msc-d3-inject-cultivate-p1e-3--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,100000,result-sample-median,886649.8806702272,885829.7927593592,0.9990750713119726,0.0925356632475451
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d5-inject-cultivate-p1e-3,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,msc-d5-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,20000,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,msc-d5-inject-cultivate-p1e-3--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,20000,result-sample-median,80394.1296266207,81078.55966719818,1.0085134330548289,0.8477347390084868
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,surface-code-d7-r7-p1e-3,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,surface-code-d7-r7-p1e-3--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.2.0,cbda229d-cce3-479d-b847-29f3df1e5e43,surface-code-d7-r7-p1e-3--clifft-0.2.0,clifft-0.2.0,Clifft,0.2.0,0.2.0,throughput,false,1,100000,result-sample-median,395875.8403325867,399040.26839679416,1.0079934861939261,0.7961665462448742
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.3.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.3.0,clifft-0.3.0,Clifft,0.3.0,0.3.0,throughput,false,1,100000,result-sample-median,1238744.815842986,1154269.0445167348,0.9318053482478034,7.060199084141771
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.3.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.3.0,clifft-0.3.0,Clifft,0.3.0,0.3.0,throughput,false,1,100000,result-sample-median,161262.50224577106,158995.28074768666,0.9859408016959265,1.4158728489859778
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,10000,clifft-0.3.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.3.0,clifft-0.3.0,Clifft,0.3.0,0.3.0,throughput,false,1,10000,result-sample-median,9283.547879562633,9268.007767914587,0.9983260589755499,0.16753432373375557
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r5-p1e-3-rz2e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,1,clifft-0.3.0,cbda229d-cce3-479d-b847-29f3df1e5e43,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.3.0,clifft-0.3.0,Clifft,0.3.0,0.3.0,throughput,false,1,1,result-sample-median,0.3817601700928173,0.3751579185990897,0.9827057613366988,1.7445088424660367
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,distillation-color-code-85q-p5e-2,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,distillation-color-code-85q-p5e-2--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.3.0,cbda229d-cce3-479d-b847-29f3df1e5e43,distillation-color-code-85q-p5e-2--clifft-0.3.0,clifft-0.3.0,Clifft,0.3.0,0.3.0,throughput,false,1,100000,result-sample-median,102852.65547294736,102028.17343052794,0.9919838526421296,0.8048405961963904
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d3-inject-cultivate-p1e-3,clifft-0.1.0,cbda229d-cce3-479d-b847-29f3df1e5e43,msc-d3-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,Clifft,0.1.0,0.1.0,throughput,false,1,100000,clifft-0.3.0,cbda229d-cce3-479d-b847-29f3df1e5e43,msc-d3-inject-cultivate-p1e-3--clifft-0.3.0,clifft-0.3.0,Clifft,0.3.0,0.3.0,throughput,false,1,100000,result-sample-median,886649.8806702272,855686.6420810764,0.9650783931017445,3.5542202306885167
