execution_id,campaign_id,hardware_epoch,result_id,placement,replica,case_id,variant_id,workload_id,workload_family,implementation_id,simulator_name,simulator_version,simulator_display_version,adapter,mode,batch_enabled,batch_size_effective,shots_per_call,cpu_model,instance_type,image_id,boot_id,status,error_phase,error_type,error_message,setup_seconds,sample_count,median_attempted_shots_per_second,mad_attempted_shots_per_second,min_attempted_shots_per_second,max_attempted_shots_per_second,total_attempted_shots,total_duration_seconds
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.036976803000015934,3,886649.8806702272,399.0672571135219,886250.8134131137,888079.2679909068,79900000,90.07952858600046
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.04362773500000117,3,80394.1296266207,88.96205490161083,80305.1675717191,80886.4953081545,7280000,90.40247516000039
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,distillation-color-code-85q-p5e-2--clifft-0.1.0,clifft-0.1.0,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.038378984999951626,3,102852.65547294736,830.2549427606573,101387.13287265073,103682.91041570801,9400000,91.57940701600035
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,surface-code-d7-r7-p1e-3--clifft-0.1.0,clifft-0.1.0,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.04552469400005066,3,395875.8403325867,8871.996507486037,386076.7990362249,404747.83684007276,35700000,90.24798948599943
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.03615788399997655,3,1238744.815842986,11277.260012293234,1204898.6697689765,1250022.0758552793,111000000,90.15388712700059
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.036398195000060696,3,161262.50224577106,3.5455778854957316,161258.95666788556,161347.64216434507,14700000,91.14035748600088
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.03699442899994665,3,9283.547879562633,0.0795741699039354,9283.46830539273,9283.870053667313,840000,90.48186040799965
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.1.0,Clifft,0.1.0,0.1.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.03871194500004549,3,0.3817601700928173,0.0015980438588172885,0.38016212623400003,0.44363199335998277,38,94.55651521399977
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.2.0,clifft-0.2.0,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.2.0,Clifft,0.2.0,0.2.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.03692608799997288,3,885829.7927593592,2419.4027918457286,883410.3899675135,890908.7290877225,80000000,90.22056778600131
clifft-history-v1-20260902,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,cbda229d-cce3-479d-b847-29f3df1e5e43,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.2.0,clifft-0.2.0,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.2.0,Clifft,0.2.0,0.2.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,85dceec1-a18a-474b-8af1-f4288e84123c,success,,,,0.043717135000065355,3,81078.55966719818,126.5875868114963,80658.90498391507,81205.14725400967,7300000,90.14451242900043
