execution_id,campaign_id,hardware_epoch,result_id,placement,replica,case_id,variant_id,workload_id,workload_family,implementation_id,simulator_name,simulator_version,simulator_display_version,adapter,mode,batch_enabled,batch_size_effective,shots_per_call,cpu_model,instance_type,image_id,boot_id,status,error_phase,error_type,error_message,setup_seconds,sample_count,median_attempted_shots_per_second,mad_attempted_shots_per_second,min_attempted_shots_per_second,max_attempted_shots_per_second,total_attempted_shots,total_duration_seconds
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,msc-d3-inject-cultivate-p1e-3--clifft-previous,clifft-previous,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.036969842999980074,5,1128836.3884520005,292.58692826121114,1125154.2444201992,1129128.9753802617,169400000,150.19691274499988
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,msc-d5-inject-cultivate-p1e-3--clifft-previous,clifft-previous,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.047536615000012716,5,177240.62891033283,216.83874388298136,176026.44085170483,177457.4676542158,26580000,150.23087492300027
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,distillation-color-code-85q-p5e-2--clifft-previous,clifft-previous,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.03735871399999269,5,577853.8099798849,153.09741175430827,576706.4353340816,578006.9073916392,87000000,150.64832891600048
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,surface-code-d7-r7-p1e-3--clifft-previous,clifft-previous,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.04867529700004525,5,485472.945687729,102.95348188065691,485204.59771156905,485575.89916960965,73000000,150.39055225199888
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.03538405899996633,5,1860779.4379928103,37.348353249020875,1860742.0896395613,1861014.9957383843,279500000,150.20031272499534
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.035602564999976494,5,464458.66231110995,146.49579519953113,464150.0771295438,464644.3743106818,70000000,150.71576732899632
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.03631167000003188,5,14769.449009274382,0.6323377653898206,14768.336650566867,14770.081347039772,2250000,152.34395259400026
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-previous,clifft-previous,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,0.9.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.03927181499989274,5,6.965836615253719,0.14572634025721154,6.610377760260846,7.111562955510931,1035,150.45298940899556
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,msc-d3-inject-cultivate-p1e-3--clifft-current,clifft-current,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.03668818999994983,5,1369183.761283452,157.2649359307252,1369026.4963475212,1369771.0244181044,205500000,150.0708195850018
release-v1-20260902,release-v1,aws-m7a-xlarge-ubuntu2404-v1,76880460-d195-44ba-9b8f-afd8bc0eaa70,1,1,msc-d5-inject-cultivate-p1e-3--clifft-current,clifft-current,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,d81f8864-740e-42d9-ab50-2c51e715cffc,success,,,,0.05252755200012871,5,192014.55323505276,44.19878178180079,191790.52396037587,192133.83099468378,28860000,150.31431273200337
